,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,GAMBIR,-6.1711625,106.816743889205,Roemah Noni,-6.172589728676554,106.81509684284843,Indonesian Restaurant
1,GAMBIR,-6.1711625,106.816743889205,Wita Tour Head Office,-6.1705047683645216,106.81411030765284,Office
2,GAMBIR,-6.1711625,106.816743889205,RM. Adem Ayem,-6.168777889191461,106.81446968875316,Indonesian Restaurant
3,GAMBIR,-6.1711625,106.816743889205,Museum Taman Prasasti,-6.172320990688624,106.819167137146,History Museum
4,GAMBIR,-6.1711625,106.816743889205,"Toko Binatu ""AN""",-6.168417218093751,106.81430136794748,Indonesian Restaurant
5,GAMBIR,-6.1711625,106.816743889205,Dandy Bakery & Cafe,-6.169824990762937,106.81620597839355,Bakery
6,GAMBIR,-6.1711625,106.816743889205,Pusat Jajanan Jalan Sabang,-6.169023351479658,106.81536322890909,Food Truck
7,GAMBIR,-6.1711625,106.816743889205,Seafood 89,-6.169456647209643,106.81441632492465,Seafood Restaurant
8,GAMBIR,-6.1711625,106.816743889205,Depot Surabaya,-6.169014869569194,106.81536322890909,Indonesian Restaurant
9,GAMBIR,-6.1711625,106.816743889205,Citi M Hotel,-6.170565617174976,106.81890223925869,Hotel
10,GAMBIR,-6.1711625,106.816743889205,Seafood Kesehatan,-6.1705442851384165,106.81486028612836,Seafood Restaurant
11,GAMBIR,-6.1711625,106.816743889205,Gudeg & Ayam Goreng Kalasan Adem Ayem,-6.168766802268502,106.81455299629364,Breakfast Spot
12,GAMBIR,-6.1711625,106.816743889205,Warung sate- sop kambing M. Sani,-6.1754210773106815,106.81701095834244,Food Truck
13,GAMBIR,-6.1711625,106.816743889205,Dimsum Benhil,-6.169045523861036,106.81529409367162,Food Truck
14,GAMBIR,-6.1711625,106.816743889205,Nasi Goreng Barokah Pak Kumis,-6.168644099810346,106.81923483603725,Food Truck
15,GAMBIR,-6.1711625,106.816743889205,Ichiban Sushi FX senayan,-6.172897849780636,106.81996076977171,Japanese Restaurant
16,GAMBIR,-6.1711625,106.816743889205,2 Tang Premium Tea,-6.169779795107335,106.8204965795023,Tea Room
17,KEBON KELAPA,-6.1635065,106.824465586586,Pondok Laguna Resto,-6.162921050959813,106.82527859363547,Seafood Restaurant
18,KEBON KELAPA,-6.1635065,106.824465586586,Chang Tien Restaurant,-6.1630642450392195,106.82574692371013,Asian Restaurant
19,KEBON KELAPA,-6.1635065,106.824465586586,Kwang Tung,-6.162311,106.826552,Chinese Restaurant
20,KEBON KELAPA,-6.1635065,106.824465586586,Holycow Steak Camp Batu Tulis,-6.163459354196783,106.82344580964727,Steakhouse
21,KEBON KELAPA,-6.1635065,106.824465586586,Jun Njan,-6.162319901834154,106.8241834952342,Seafood Restaurant
22,KEBON KELAPA,-6.1635065,106.824465586586,Li Yen Restaurant,-6.163167296829535,106.82472904799084,Chinese Restaurant
23,KEBON KELAPA,-6.1635065,106.824465586586,Luminor Hotel,-6.16413642428213,106.82595309028218,Hotel
24,KEBON KELAPA,-6.1635065,106.824465586586,Pondok Sedap Malam,-6.163409331713966,106.82216362204841,Seafood Restaurant
25,KEBON KELAPA,-6.1635065,106.824465586586,Cut The Crab,-6.162372,106.82255,Seafood Restaurant
26,KEBON KELAPA,-6.1635065,106.824465586586,Ikan Bakar Cianjur,-6.163171907581169,106.8248076628024,Sundanese Restaurant
27,KEBON KELAPA,-6.1635065,106.824465586586,Sanur Chinese Restaurant,-6.1666328650123745,106.82362624738161,Chinese Restaurant
28,KEBON KELAPA,-6.1635065,106.824465586586,PUTIEN 莆田,-6.160989564881586,106.82460566497778,Chinese Restaurant
29,KEBON KELAPA,-6.1635065,106.824465586586,Harris Vertu Hotel,-6.164276215637618,106.82068892178633,Hotel
30,KEBON KELAPA,-6.1635065,106.824465586586,Beer Market,-6.163018692481216,106.82611401613248,Beer Garden
31,KEBON KELAPA,-6.1635065,106.824465586586,KFC Juanda,-6.166887843700008,106.82505557403859,Fried Chicken Joint
32,KEBON KELAPA,-6.1635065,106.824465586586,Martabak 65A Bandung Asli Pecenongan,-6.163159148584325,106.82670630979337,Snack Place
33,KEBON KELAPA,-6.1635065,106.824465586586,Yo Kitchen,-6.1624322056916725,106.82354832784843,Asian Restaurant
34,KEBON KELAPA,-6.1635065,106.824465586586,Mie Alip,-6.16046,106.82268,Noodle House
35,KEBON KELAPA,-6.1635065,106.824465586586,HXC HarmonieXChange,-6.16426932129065,106.82062359382816,Restaurant
36,KEBON KELAPA,-6.1635065,106.824465586586,Martabak Pecenongan,-6.163646638428547,106.82662921203375,Dessert Shop
37,KEBON KELAPA,-6.1635065,106.824465586586,Sari Bundo,-6.166778028578655,106.82493211259218,Padangnese Restaurant
38,KEBON KELAPA,-6.1635065,106.824465586586,REMAJA Chinese Food & Seafood,-6.162337633369274,106.82801987128501,Chinese Restaurant
39,KEBON KELAPA,-6.1635065,106.824465586586,Cahaya 39 Sate Babi & Sop Bakut,-6.165020498959505,106.8267133976751,BBQ Joint
40,KEBON KELAPA,-6.1635065,106.824465586586,Kaaramel Juice,-6.161578318329789,106.82630933260863,Juice Bar
41,KEBON KELAPA,-6.1635065,106.824465586586,Santap Malam Awong Pecenongan,-6.166114324178866,106.82638328177045,Chinese Restaurant
42,KEBON KELAPA,-6.1635065,106.824465586586,YELLO Hotel Jakarta,-6.1643186466702495,106.82097020564983,Hotel
43,KEBON KELAPA,-6.1635065,106.824465586586,Bakmi Ayam Karet Krekot,-6.1625657,106.82876,Noodle House
44,KEBON KELAPA,-6.1635065,106.824465586586,Restaurant Happy Day,-6.167091002350332,106.826927970882,Café
45,KEBON KELAPA,-6.1635065,106.824465586586,Starbucks,-6.16476183699389,106.82043905413853,Coffee Shop
46,KEBON KELAPA,-6.1635065,106.824465586586,Executive lounge alila hotel,-6.165720775915004,106.82611994714456,Breakfast Spot
47,KEBON KELAPA,-6.1635065,106.824465586586,SMK Santa Maria,-6.16643323173082,106.82417887151462,High School
48,KEBON KELAPA,-6.1635065,106.824465586586,Shanghai Storm,-6.1657843632936835,106.82641773208393,Chinese Restaurant
49,KEBON KELAPA,-6.1635065,106.824465586586,Bakmi A6,-6.1624612271509775,106.82882055330711,Noodle House
50,KEBON KELAPA,-6.1635065,106.824465586586,Starbucks,-6.163280935162059,106.82019174098967,Coffee Shop
51,KEBON KELAPA,-6.1635065,106.824465586586,Padang Merdeka,-6.164661413618809,106.82059004227457,Padangnese Restaurant
52,KEBON KELAPA,-6.1635065,106.824465586586,Waroeng Entjiem LAUW'TAN,-6.163065541269541,106.82046272680714,Restaurant
53,KEBON KELAPA,-6.1635065,106.824465586586,Museum Istana Kepresidenan “Puri Bhakti Renatama”,-6.167541167565606,106.82562483406889,Museum
54,KEBON KELAPA,-6.1635065,106.824465586586,Indomaret Point,-6.167088041955003,106.82382516392083,Fast Food Restaurant
55,KEBON KELAPA,-6.1635065,106.824465586586,Simpang Raya,-6.166286052136098,106.8263848089151,Indonesian Restaurant
56,PETOJO UTARA,-6.1651065,106.815410616044,Focus Nusantara,-6.165104609417995,106.81721080398468,Camera Store
57,PETOJO UTARA,-6.1651065,106.815410616044,Pondok Djaja Padang Restaurant,-6.165035806006985,106.81729806396152,Asian Restaurant
58,PETOJO UTARA,-6.1651065,106.815410616044,Bakmi Alok cab Kemakmuran,-6.1654453952483514,106.81531552156565,Noodle House
59,PETOJO UTARA,-6.1651065,106.815410616044,Shell,-6.165350060845235,106.81281634267921,Gas Station
60,PETOJO UTARA,-6.1651065,106.815410616044,Dunkin Donuts Hasyim Ashari,-6.1654388474581525,106.81349688501471,Coffee Shop
61,PETOJO UTARA,-6.1651065,106.815410616044,Apotik Roxy 24jam,-6.165386200258702,106.8143670744036,Pharmacy
62,PETOJO UTARA,-6.1651065,106.815410616044,"Fastworld - Toko Belanja Online Alat Perlengkapan Olahraga, Kecantikan, Kesehatan, Dapur, Masak, Jam Tangan",-6.1644650665783445,106.81936734757643,Sporting Goods Shop
63,PETOJO UTARA,-6.1651065,106.815410616044,RM. Adem Ayem,-6.168777889191461,106.81446968875316,Indonesian Restaurant
64,PETOJO UTARA,-6.1651065,106.815410616044,"Toko Binatu ""AN""",-6.168417218093751,106.81430136794748,Indonesian Restaurant
65,PETOJO UTARA,-6.1651065,106.815410616044,Merlynn Park Hotel,-6.165899350122955,106.81554172168626,Hotel
66,PETOJO UTARA,-6.1651065,106.815410616044,Dunkin' Donuts,-6.165396008162552,106.81345270782195,Donut Shop
67,PETOJO UTARA,-6.1651065,106.815410616044,Yong Tau Fu,-6.161369300078909,106.81776473136799,Chinese Restaurant
68,PETOJO UTARA,-6.1651065,106.815410616044,Kantin Duta Merlin,-6.165833338578932,106.81819648251779,Restaurant
69,PETOJO UTARA,-6.1651065,106.815410616044,Pusat Jajanan Jalan Sabang,-6.169023351479658,106.81536322890909,Food Truck
70,PETOJO UTARA,-6.1651065,106.815410616044,Platinum Resto,-6.161245694520775,106.81769607214565,Asian Restaurant
71,PETOJO UTARA,-6.1651065,106.815410616044,Mushroom Family Resto,-6.161343957032646,106.81772628407714,Asian Restaurant
72,PETOJO UTARA,-6.1651065,106.815410616044,Lawson,-6.163654313076959,106.81269721668887,Convenience Store
73,PETOJO UTARA,-6.1651065,106.815410616044,Malioboro Lounge,-6.163156087095465,106.81896439477958,Lounge
74,PETOJO UTARA,-6.1651065,106.815410616044,Kwetiaw Sapi Mangga Besar 78,-6.165404338355275,106.81187934998889,Chinese Restaurant
75,PETOJO UTARA,-6.1651065,106.815410616044,Bakmi Agoan,-6.165410862683879,106.81510201306,Noodle House
76,PETOJO UTARA,-6.1651065,106.815410616044,Bakmi Aluk,-6.165355328392364,106.81481590885966,Noodle House
77,PETOJO UTARA,-6.1651065,106.815410616044,Seafood 89,-6.169456647209643,106.81441632492465,Seafood Restaurant
78,PETOJO UTARA,-6.1651065,106.815410616044,Soto Kudus Dodo,-6.160907561714846,106.81441694498062,Indonesian Restaurant
79,PETOJO UTARA,-6.1651065,106.815410616044,Triniti Hotel,-6.1624878763892,106.81632133722812,Hotel
80,PETOJO UTARA,-6.1651065,106.815410616044,Depot Surabaya,-6.169014869569194,106.81536322890909,Indonesian Restaurant
81,PETOJO UTARA,-6.1651065,106.815410616044,Gudeg & Ayam Goreng Kalasan Adem Ayem,-6.168766802268502,106.81455299629364,Breakfast Spot
82,PETOJO UTARA,-6.1651065,106.815410616044,DEPLOY'S educafe,-6.165178551537557,106.81625046635332,Café
83,PETOJO UTARA,-6.1651065,106.815410616044,"Bakmi Lili ""Petojo""",-6.162258229162523,106.81244354634711,Noodle House
84,PETOJO UTARA,-6.1651065,106.815410616044,Dimsum Benhil,-6.169045523861036,106.81529409367162,Food Truck
85,DURI PULO,-6.16165985,106.808113962265,Yang Shen Tang Reflexology & Massage,-6.162592302739518,106.81054867276345,Massage Studio
86,DURI PULO,-6.16165985,106.808113962265,Gudang Juice,-6.164180579793341,106.80802692436939,Juice Bar
87,DURI PULO,-6.16165985,106.808113962265,Apotik PUJI,-6.166092655783838,106.80810105059328,Pharmacy
88,DURI PULO,-6.16165985,106.808113962265,Central Restaurant,-6.161718066191306,106.81209673066442,Chinese Restaurant
89,DURI PULO,-6.16165985,106.808113962265,TS-Tanah Sereal,-6.158796125396507,106.81008020563067,Park
90,DURI PULO,-6.16165985,106.808113962265,Aneka Papera Indah,-6.165828386808813,106.80938310932014,Furniture / Home Store
91,DURI PULO,-6.16165985,106.808113962265,Indomaret,-6.159430430823654,106.80801772853961,Convenience Store
92,DURI PULO,-6.16165985,106.808113962265,Bakso Mahkota Petojo,-6.1617903810931365,106.81227584912223,Indonesian Restaurant
93,DURI PULO,-6.16165985,106.808113962265,Nasi Uduk Pandan Hijau 126,-6.15743352520603,106.8082596941473,Indonesian Restaurant
94,DURI PULO,-6.16165985,106.808113962265,"Seafood & Ikan Bakar ""Anton 88""",-6.157486889508076,106.80826764300578,Seafood Restaurant
95,DURI PULO,-6.16165985,106.808113962265,King Foto,-6.1652944693965805,106.8099114585942,Photography Lab
96,DURI PULO,-6.16165985,106.808113962265,"Bakmi Lili ""Petojo""",-6.162258229162523,106.81244354634711,Noodle House
97,CIDENG,-6.1570734,106.8109855,Bakmi Wewe Ketapang,-6.160666655893159,106.81321377843506,Noodle House
98,CIDENG,-6.1570734,106.8109855,TS-Tanah Sereal,-6.158796125396507,106.81008020563067,Park
99,CIDENG,-6.1570734,106.8109855,Nasi Uduk Pandan Hijau 126,-6.15743352520603,106.8082596941473,Indonesian Restaurant
100,CIDENG,-6.1570734,106.8109855,"Seafood & Ikan Bakar ""Anton 88""",-6.157486889508076,106.80826764300578,Seafood Restaurant
101,CIDENG,-6.1570734,106.8109855,Seafood Anton 88,-6.1560620995914315,106.81021615375617,Seafood Restaurant
102,CIDENG,-6.1570734,106.8109855,Pet Shop Corner,-6.156087658876794,106.81022498227678,Pet Store
103,CIDENG,-6.1570734,106.8109855,Indomaret,-6.159430430823654,106.80801772853961,Convenience Store
104,CIDENG,-6.1570734,106.8109855,Bakmie WW Ketapang,-6.16067226095814,106.81317237103747,Chinese Restaurant
105,CIDENG,-6.1570734,106.8109855,Kin'S Tailor,-6.154998082403532,106.80829882621765,Bridal Shop
106,PETOJO SELATAN,-6.17480065,106.816405449364,Roemah Noni,-6.172589728676554,106.81509684284843,Indonesian Restaurant
107,PETOJO SELATAN,-6.17480065,106.816405449364,Ibis Budget Jakarta Tanah Abang,-6.175735458749994,106.81630489268609,Vacation Rental
108,PETOJO SELATAN,-6.17480065,106.816405449364,Starbucks,-6.175441,106.81222,Coffee Shop
109,PETOJO SELATAN,-6.17480065,106.816405449364,Focus Nusantara - Camera & Photography Shop,-6.175638867425878,106.81290120674937,Camera Store
110,PETOJO SELATAN,-6.17480065,106.816405449364,Museum Taman Prasasti,-6.172320990688624,106.819167137146,History Museum
111,PETOJO SELATAN,-6.17480065,106.816405449364,Sate Khas Senayan,-6.175523998281475,106.81205430931826,Indonesian Restaurant
112,PETOJO SELATAN,-6.17480065,106.816405449364,Depot Es & Masakan Indonesia Nini Thowong,-6.17446347009978,106.8134062191144,Ice Cream Shop
113,PETOJO SELATAN,-6.17480065,106.816405449364,Focus Nusantara - Tanah Abang,-6.17565541253412,106.81278943486791,Electronics Store
114,PETOJO SELATAN,-6.17480065,106.816405449364,Focus Nusantara,-6.175629021900363,106.81294476049511,Camera Store
115,PETOJO SELATAN,-6.17480065,106.816405449364,Peko Peko Spesialis Iga,-6.175056987075982,106.81413739556825,BBQ Joint
116,PETOJO SELATAN,-6.17480065,106.816405449364,Warung sate- sop kambing M. Sani,-6.1754210773106815,106.81701095834244,Food Truck
117,PETOJO SELATAN,-6.17480065,106.816405449364,KFC Cideng Jakarta Pusat,-6.175689349605706,106.81203727190031,American Restaurant
118,PETOJO SELATAN,-6.17480065,106.816405449364,Kantin Wisma BSG,-6.175101689811104,106.81959204123378,Restaurant
119,PETOJO SELATAN,-6.17480065,106.816405449364,"PT. Asuransi Raksa, Wisma BSG 3rd Floor",-6.175118948898792,106.82004142921971,Office
120,PETOJO SELATAN,-6.17480065,106.816405449364,RM Padang Saiyo,-6.177053430354893,106.81996237017162,Indonesian Restaurant
121,PETOJO SELATAN,-6.17480065,106.816405449364,KFC / KFC Coffee,-6.175758908580117,106.81231421909978,Fast Food Restaurant
122,PETOJO SELATAN,-6.17480065,106.816405449364,Ichiban Sushi FX senayan,-6.172897849780636,106.81996076977171,Japanese Restaurant
123,PETOJO SELATAN,-6.17480065,106.816405449364,"KFC Cideng, Jalan Tanah Abang 2 no 85 a, Petojo Selatan",-6.1756997584098565,106.81209058906789,Fast Food Restaurant
124,BENDUNGAN HILIR,-6.2085873,106.808383730076,Bebek Goreng H. Slamet,-6.206162914107484,106.80939730843397,Indonesian Restaurant
125,BENDUNGAN HILIR,-6.2085873,106.808383730076,Mie Aceh Cut Nyak,-6.208547636055095,106.80757412560109,Indonesian Restaurant
126,BENDUNGAN HILIR,-6.2085873,106.808383730076,RM Sate Tegal H. Sadjim,-6.206121614731289,106.80972285091673,Indonesian Restaurant
127,BENDUNGAN HILIR,-6.2085873,106.808383730076,Park Royale Apartment,-6.212511367044522,106.80970430374146,Residential Building (Apartment / Condo)
128,BENDUNGAN HILIR,-6.2085873,106.808383730076,Soto Mie dan Bakso Sarodja,-6.206641302386961,106.80848437673022,Food Truck
129,BENDUNGAN HILIR,-6.2085873,106.808383730076,Gudeg Pejompongan,-6.209832869277781,106.81230554570972,Indonesian Restaurant
130,BENDUNGAN HILIR,-6.2085873,106.808383730076,Soto Padang Bunda,-6.207280448185995,106.81057710412885,Soup Place
131,BENDUNGAN HILIR,-6.2085873,106.808383730076,Mie Ayam Gamat,-6.207689190940011,106.8090423997489,Noodle House
132,BENDUNGAN HILIR,-6.2085873,106.808383730076,Soto Sedaap Boyolali Benhil,-6.206381244551429,106.80762327514365,Soup Place
133,BENDUNGAN HILIR,-6.2085873,106.808383730076,Starbucks Coffee,-6.210774397865775,106.80615690648814,Coffee Shop
134,BENDUNGAN HILIR,-6.2085873,106.808383730076,Alfamidi,-6.209471,106.812328,Convenience Store
135,BENDUNGAN HILIR,-6.2085873,106.808383730076,Hoka Hoka Bento,-6.2065229413868,106.81001850574056,Japanese Restaurant
136,BENDUNGAN HILIR,-6.2085873,106.808383730076,Indomaret,-6.209950879836126,106.80740129352408,Convenience Store
137,BENDUNGAN HILIR,-6.2085873,106.808383730076,Pizza Hut,-6.205278902411813,106.81074993866498,Pizza Place
138,BENDUNGAN HILIR,-6.2085873,106.808383730076,Bebek BKB,-6.206147115015417,106.8089332210556,Javanese Restaurant
139,BENDUNGAN HILIR,-6.2085873,106.808383730076,PHD - Pizza Hut Delivery,-6.209512427241505,106.81237980723381,Pizza Place
140,BENDUNGAN HILIR,-6.2085873,106.808383730076,Inan Salon Hair Beauty & Spa,-6.20918725535939,106.81225178430009,Spa
141,BENDUNGAN HILIR,-6.2085873,106.808383730076,Lawson,-6.209931485465976,106.8123969015747,Convenience Store
142,BENDUNGAN HILIR,-6.2085873,106.808383730076,Sambel Setan Ibu Mut Pejompongan,-6.2100889077527235,106.81245956719444,Food Truck
143,BENDUNGAN HILIR,-6.2085873,106.808383730076,Indomaret,-6.209399751354455,106.81209085092388,Convenience Store
144,BENDUNGAN HILIR,-6.2085873,106.808383730076,La chambre de Ina,-6.206652922262472,106.80704744646067,Speakeasy
145,BENDUNGAN HILIR,-6.2085873,106.808383730076,Zenbu Grand Indonesia,-6.206485412490555,106.81172213525683,Japanese Restaurant
146,KARET TENGSIN,-6.20803095,106.816957213569,Harum Manis Indonesian Restaurant,-6.2075400625083015,106.8176528331317,Indonesian Restaurant
147,KARET TENGSIN,-6.20803095,106.816957213569,Starbucks,-6.208831842224395,106.81818633621249,Coffee Shop
148,KARET TENGSIN,-6.20803095,106.816957213569,Cassis Kitchen,-6.207437482331598,106.81754912227834,Restaurant
149,KARET TENGSIN,-6.20803095,106.816957213569,KLTR,-6.207718389509718,106.81755440364942,Coffee Shop
150,KARET TENGSIN,-6.20803095,106.816957213569,Burger King,-6.208938835655259,106.81803636960792,Burger Joint
151,KARET TENGSIN,-6.20803095,106.816957213569,HOKKAIDO IZAKAYA 北海道酒場,-6.208541953758658,106.817791617581,Diner
152,KARET TENGSIN,-6.20803095,106.816957213569,AYANA MidPlaza Jakarta,-6.209002297465098,106.81967675685883,Hotel
153,KARET TENGSIN,-6.20803095,106.816957213569,Common Grounds,-6.208946202914207,106.81805399076168,Coffee Shop
154,KARET TENGSIN,-6.20803095,106.816957213569,RM Sederhana,-6.205341974625084,106.8168173584683,Indonesian Restaurant
155,KARET TENGSIN,-6.20803095,106.816957213569,Papaya Fresh Galery,-6.208743560116523,106.81830481620338,Grocery Store
156,KARET TENGSIN,-6.20803095,106.816957213569,Pizza Marzano,-6.20895647186622,106.81803176342989,Pizza Place
157,KARET TENGSIN,-6.20803095,106.816957213569,Tucano's Churrasco Brazilian Bbq,-6.208184662596573,106.81763058839196,Brazilian Restaurant
158,KARET TENGSIN,-6.20803095,106.816957213569,Misticanza - Ristorante Eropeo alla Giapponese,-6.209824,106.82002,Restaurant
159,KARET TENGSIN,-6.20803095,106.816957213569,Starbucks,-6.211039757847272,106.81675319192436,Coffee Shop
160,KARET TENGSIN,-6.20803095,106.816957213569,Nosh,-6.208880173840846,106.8181649421474,Bistro
161,KARET TENGSIN,-6.20803095,106.816957213569,Bari-Uma Ramen,-6.208922124467599,106.81811623614142,Ramen Restaurant
162,KARET TENGSIN,-6.20803095,106.816957213569,Ah Yat Abalone,-6.209633204117922,106.82053464592673,Dim Sum Restaurant
163,KARET TENGSIN,-6.20803095,106.816957213569,Kaihomaru,-6.208887920876643,106.81830045293559,Sushi Restaurant
164,KARET TENGSIN,-6.20803095,106.816957213569,Gyu-Kaku,-6.208847786989035,106.81820992603839,BBQ Joint
165,KARET TENGSIN,-6.20803095,106.816957213569,Starbucks,-6.2107539844382895,106.81901561959762,Coffee Shop
166,KARET TENGSIN,-6.20803095,106.816957213569,Wingstop,-6.2089281886534025,106.81808575278932,Fried Chicken Joint
167,KARET TENGSIN,-6.20803095,106.816957213569,J House Wine Resto,-6.208148882486159,106.81879756837931,Wine Bar
168,KARET TENGSIN,-6.20803095,106.816957213569,Honzen,-6.208758565113853,106.82014029225084,Japanese Restaurant
169,KARET TENGSIN,-6.20803095,106.816957213569,Citiwalk Sudirman,-6.208058116068494,106.81763894230927,Asian Restaurant
170,KARET TENGSIN,-6.20803095,106.816957213569,Scusa Trattoria & Grill,-6.208945915711536,106.82010930122308,Italian Restaurant
171,KARET TENGSIN,-6.20803095,106.816957213569,The Grill,-6.209000657820116,106.82051104609782,Korean Restaurant
172,KARET TENGSIN,-6.20803095,106.816957213569,Citywalk Sudirman,-6.208933,106.818451,Shopping Mall
173,KARET TENGSIN,-6.20803095,106.816957213569,Campus B LSPR,-6.205761591962756,106.81723564965262,College Communications Building
174,KARET TENGSIN,-6.20803095,106.816957213569,Pizza Express,-6.208919758656425,106.81810525035817,Pizza Place
175,KARET TENGSIN,-6.20803095,106.816957213569,Bacchus Bar,-6.208764768883872,106.82015985783052,Hotel Bar
176,KARET TENGSIN,-6.20803095,106.816957213569,Java Bean,-6.2088332934006525,106.81815746249889,Café
177,KARET TENGSIN,-6.20803095,106.816957213569,Rasa Restaurant,-6.2088239960043055,106.81934147195102,Asian Restaurant
178,KARET TENGSIN,-6.20803095,106.816957213569,Kado Japanese Restaurant,-6.2087621465565785,106.82014380981943,Japanese Restaurant
179,KARET TENGSIN,-6.20803095,106.816957213569,Bushido,-6.211165085700701,106.81901803794996,Japanese Restaurant
180,KARET TENGSIN,-6.20803095,106.816957213569,Pool Bar,-6.203992749710152,106.81877224070499,Pool
181,KARET TENGSIN,-6.20803095,106.816957213569,Kushimusubi Sachi 串むすび,-6.208868724460812,106.81825505617344,Japanese Restaurant
182,KARET TENGSIN,-6.20803095,106.816957213569,Over Rice,-6.208882987286738,106.81812567440423,Asian Restaurant
183,KARET TENGSIN,-6.20803095,106.816957213569,Negiya,-6.2089904109247716,106.81803659193284,Japanese Restaurant
184,KARET TENGSIN,-6.20803095,106.816957213569,Ah Yat Seafood Restaurant,-6.211274232618339,106.81890606651316,Seafood Restaurant
185,KARET TENGSIN,-6.20803095,106.816957213569,Massilia Cafe,-6.2052486437765735,106.8177967889032,Café
186,KARET TENGSIN,-6.20803095,106.816957213569,Kamogawa Robatayaki,-6.208313948782804,106.81767351028483,Japanese Restaurant
187,KARET TENGSIN,-6.20803095,106.816957213569,Apero Wine Lounge & Bar,-6.208789610105135,106.81822248338119,Wine Bar
188,KARET TENGSIN,-6.20803095,106.816957213569,Gold's Gym,-6.20886913664377,106.81817221794313,Gym / Fitness Center
189,KARET TENGSIN,-6.20803095,106.816957213569,Imperial Kitchen & Dimsum,-6.208783342953931,106.81828026694566,Chinese Restaurant
190,KARET TENGSIN,-6.20803095,106.816957213569,Lesehan Mbok Ndoro,-6.205267394282877,106.81645211169571,Indonesian Restaurant
191,KARET TENGSIN,-6.20803095,106.816957213569,Sahid Food StrEAT,-6.21040259981541,106.81948359178583,Food Court
192,KARET TENGSIN,-6.20803095,106.816957213569,Restoran Harum Manis,-6.207621929382348,106.81759400395431,Asian Restaurant
193,KARET TENGSIN,-6.20803095,106.816957213569,Bersih Sehat,-6.210227688598981,106.82012208869655,Massage Studio
194,KARET TENGSIN,-6.20803095,106.816957213569,The food hall kitchen,-6.207083574206746,106.82033526030979,Restaurant
195,KARET TENGSIN,-6.20803095,106.816957213569,The Lucy's Kitchen,-6.205511206220437,106.81800468030882,Indonesian Restaurant
196,KARET TENGSIN,-6.20803095,106.816957213569,Thamnak Thai Plaza adorama,-6.208808295420238,106.81507516555952,Thai Restaurant
197,KEBON MELATI,-6.19685,106.815947629848,Tanamera Coffee Roastery,-6.195637,106.81687,Coffee Shop
198,KEBON MELATI,-6.19685,106.815947629848,Gold's gym Cosmo terace,-6.1943875655289915,106.8149705688771,Athletics & Sports
199,KEBON MELATI,-6.19685,106.815947629848,Sambel Plecing Jeng Kelin,-6.199729669405446,106.81489872695131,Javanese Restaurant
200,KEBON MELATI,-6.19685,106.815947629848,Starbucks Reserve,-6.1948378047204695,106.81966863100628,Coffee Shop
201,KEBON MELATI,-6.19685,106.815947629848,Thamrin City,-6.194547480123149,106.81668256375336,Shopping Mall
202,KEBON MELATI,-6.19685,106.815947629848,Domino's Pizza,-6.195386801032905,106.81798274987997,Pizza Place
203,KEBON MELATI,-6.19685,106.815947629848,Genki Sushi,-6.194645546663819,106.81976638062692,Sushi Restaurant
204,KEBON MELATI,-6.19685,106.815947629848,Starbucks,-6.1945753882231465,106.81966117778873,Coffee Shop
205,KEBON MELATI,-6.19685,106.815947629848,Marché,-6.195383861863099,106.81986282619505,Swiss Restaurant
206,KEBON MELATI,-6.19685,106.815947629848,CGV Cinemas,-6.194930477849031,106.8200183836602,Multiplex
207,KEBON MELATI,-6.19685,106.815947629848,Pancious,-6.1955047,106.82021,Dessert Shop
208,KEBON MELATI,-6.19685,106.815947629848,Warung Kopi,-6.19594104758123,106.81974025113867,Coffee Shop
209,KEBON MELATI,-6.19685,106.815947629848,CGV Gold Class,-6.194829286554562,106.81971687115168,Movie Theater
210,KEBON MELATI,-6.19685,106.815947629848,TOUS les JOURS,-6.194801382226847,106.81985831019118,Bakery
211,KEBON MELATI,-6.19685,106.815947629848,H&M,-6.1947598,106.8197539,Clothing Store
212,KEBON MELATI,-6.19685,106.815947629848,Kinokuniya,-6.195125689758183,106.8199665311599,Bookstore
213,KEBON MELATI,-6.19685,106.815947629848,Ascott Jakarta,-6.194926849033581,106.81895795405107,Residential Building (Apartment / Condo)
214,KEBON MELATI,-6.19685,106.815947629848,TOM TOM,-6.194798323750649,106.81983437935996,Thai Restaurant
215,KEBON MELATI,-6.19685,106.815947629848,Batik Indonesia Thamrin City,-6.194383483168794,106.8152480035251,Department Store
216,KEBON MELATI,-6.19685,106.815947629848,Starbucks,-6.194827125048354,106.81989669799805,Coffee Shop
217,KEBON MELATI,-6.19685,106.815947629848,Jun Njan,-6.194761966560508,106.81979134235404,Seafood Restaurant
218,KEBON MELATI,-6.19685,106.815947629848,Pepper Lunch,-6.194757790964569,106.81972046426597,Steakhouse
219,KEBON MELATI,-6.19685,106.815947629848,Charles & Keith,-6.194806144708335,106.81937412312891,Shoe Store
220,KEBON MELATI,-6.19685,106.815947629848,Swimming Pool Thamrin Residences,-6.1974821850922694,106.81681702041918,Pool
221,KEBON MELATI,-6.19685,106.815947629848,Sop dan Sate Kambing Bang Karim - Perempatan Karet Tanah Abang,-6.20071220849825,106.8150405979823,Food Truck
